participant_id	study	ses_id	euler	rater_1	rater_3	rater_4	rater_5	rater_6	across_rater_average	qc_determination
sub-A00061883	NKI	ses-FLU2	-26	1	1	1	1	1	1	Pass
sub-A00062146	NKI	ses-BAS1	-64	1	1	1	1	1	1	Pass
sub-A00062210	NKI	ses-FLU1	-41	1	1	1	1	1	1	Pass
sub-A00062255	NKI	ses-BAS1	-61	1	1	1	1	1	1	Pass
sub-A00062266	NKI	ses-BAS1	-28	1	1	1	1	1	1	Pass
sub-A00062292	NKI	ses-BAS1	-27	1	1	1	1	0.75	0.95	Artifact
sub-A00062809	NKI	ses-BAS1	-39	1	1	1	1	1	1	Pass
sub-A00063368	NKI	ses-BAS1	-110	0.5	0	0.5	0.5	0	0.3	Artifact
sub-A00063424	NKI	ses-FLU1	-29	1	1	1	1	1	1	Pass
sub-A00063589	NKI	ses-BAS1	-51	1	1	1	1	1	1	Pass
sub-A00064081	NKI	ses-FLU2	-53	1	1	1	1	1	1	Pass
sub-A00064503	NKI	ses-BAS1	-130	1	1	1	1	1	1	Pass
sub-A00064505	NKI	ses-TRT	-84	1	1	1	1	1	1	Pass
sub-A00064596	NKI	ses-BAS1	-134	1	0.75	1	1	0.75	0.9	Artifact
sub-A00065717	NKI	ses-BAS1	-41	1	1	1	1	1	1	Pass
sub-A00065802	NKI	ses-FLU1	-86	1	1	1	1	1	1	Pass
sub-A00065935	NKI	ses-BAS1	-152	0.5	0.25	1	0.5	0.25	0.5	Artifact
sub-A00065941	NKI	ses-FLU2	-375	0	0	0.5	0	0.25	0.15	Artifact
sub-A00065978	NKI	ses-FLU1	-67	1	1	1	1	1	1	Pass
sub-A00065992	NKI	ses-FLU1	-111	1	1	1	1	1	1	Pass
sub-A00065995	NKI	ses-FLU2	-86	1	1	1	1	1	1	Pass
sub-A00066132	NKI	ses-BAS1	-70	1	1	1	1	1	1	Pass
sub-A00066319	NKI	ses-BAS1	-61	1	1	1	1	1	1	Pass
sub-A00066534	NKI	ses-TRT	-54	1	1	1	1	1	1	Pass
sub-A00066580	NKI	ses-TRT	-184	1	0.75	0.75	1	1	0.9	Artifact
sub-A00066582	NKI	ses-TRT	-76	1	1	1	1	1	1	Pass
sub-A00066698	NKI	ses-BAS1	-155	1	0.25	1	1	1	0.85	Artifact
sub-A00066782	NKI	ses-FLU1	-141	0	0.5	1	0.75	0.5	0.55	Artifact
sub-A00067174	NKI	ses-FLU2	-113	1	1	1	1	1	1	Pass
sub-A00073525	NKI	ses-FLU1	-40	1	1	1	1	1	1	Pass
sub-A00073940	NKI	ses-BAS1	-24	1	1	1	1	1	1	Pass
sub-A00073953	NKI	ses-BAS1	-36	1	1	1	1	1	1	Pass
sub-A00074657	NKI	ses-BAS1	-31	1	1	1	1	1	1	Pass
sub-A00074688	NKI	ses-BAS1	-71	1	1	1	1	1	1	Pass
sub-A00074709	NKI	ses-FLU1	-42	1	1	1	1	1	1	Pass
sub-A00074780	NKI	ses-BAS1	-39	1	1	1	1	1	1	Pass
sub-A00074942	NKI	ses-FLU1	-30	1	1	1	1	1	1	Pass
sub-A00074975	NKI	ses-BAS1	-46	1	1	1	1	1	1	Pass
sub-A00075220	NKI	ses-BAS1	-36	1	1	1	1	1	1	Pass
sub-A00075220	NKI	ses-FLU1	-44	1	1	1	1	1	1	Pass
sub-A00075229	NKI	ses-FLU2	-106	1	0.75	1	1	1	0.95	Artifact
sub-A00075296	NKI	ses-FLU1	-122	1	1	1	1	1	1	Pass
sub-A00075372	NKI	ses-BAS1	-209	0.5	0	0.75	0	1	0.45	Artifact
sub-A00075653	NKI	ses-FLU1	-55	1	1	1	1	1	1	Pass
sub-A00075657	NKI	ses-BAS1	-126	1	1	1	1	1	1	Pass
sub-A00075678	NKI	ses-FLU1	-48	1	1	1	1	1	1	Pass
sub-A00075729	NKI	ses-BAS1	-96	1	1	1	1	1	1	Pass
sub-A00075729	NKI	ses-TRT	-68	1	1	1	1	1	1	Pass
sub-A00075732	NKI	ses-TRT	-41	1	1	1	1	1	1	Pass
sub-A00075745	NKI	ses-BAS1	-53	1	1	1	1	1	1	Pass
sub-A00075757	NKI	ses-BAS1	-45	1	1	1	1	1	1	Pass
sub-A00075898	NKI	ses-FLU1	-37	1	1	1	1	1	1	Pass
sub-A00076381	NKI	ses-BAS1	-60	1	1	1	1	1	1	Pass
sub-A00076746	NKI	ses-BAS1	-46	1	1	1	1	1	1	Pass
sub-A00076759	NKI	ses-TRT	-60	1	1	1	1	1	1	Pass
sub-A00076941	NKI	ses-BAS1	-115	1	0.75	1	1	1	0.95	Artifact
sub-A00077134	NKI	ses-BAS1	-56	1	1	1	1	1	1	Pass
sub-A00077188	NKI	ses-FLU1	-318	0	0	0.25	0	0.25	0.1	Artifact
sub-A00077199	NKI	ses-BAS1	-45	1	1	1	1	1	1	Pass
sub-A00077203	NKI	ses-FLU2	-14	1	1	1	1	1	1	Pass
sub-A00077304	NKI	ses-FLU2	-90	1	1	1	0.5	1	0.9	Artifact
sub-A00077311	NKI	ses-FLU2	-89	1	1	1	1	0.75	0.95	Artifact
sub-A00077413	NKI	ses-BAS1	-30	1	1	1	1	1	1	Pass
sub-A00077453	NKI	ses-TRT	-57	1	1	1	1	1	1	Pass
sub-A00077585	NKI	ses-BAS1	-90	1	1	1	1	1	1	Pass
sub-A00077668	NKI	ses-FLU2	-73	1	1	1	1	1	1	Pass
sub-A00079292	NKI	ses-BAS1	-42	1	1	1	1	1	1	Pass
sub-A00079724	NKI	ses-FLU2	-50	1	1	1	1	1	1	Pass
sub-A00079776	NKI	ses-FLU1	-65	1	1	1	1	1	1	Pass
sub-A00080818	NKI	ses-BAS1	-94	1	1	1	1	1	1	Pass
sub-A00080901	NKI	ses-FLU1	-47	1	1	1	1	1	1	Pass
sub-A00080901	NKI	ses-FLU2	-238	0.25	0	0	0	0	0.05	Artifact
sub-A00080942	NKI	ses-BAS1	-77	0.75	0.5	0.5	0.75	0.5	0.6	Artifact
sub-A00081065	NKI	ses-FLU2	-100	1	0.5	1	0.75	1	0.85	Artifact
sub-A00081103	NKI	ses-FLU1	-62	1	1	1	1	1	1	Pass
sub-A00081114	NKI	ses-FLU1	-83	1	1	1	1	0.75	0.95	Artifact
sub-A00081175	NKI	ses-BAS1	-55	1	1	1	1	1	1	Pass
sub-A00081185	NKI	ses-FLU1	-85	1	1	1	1	0.75	0.95	Artifact
sub-A00081243	NKI	ses-BAS1	-69	1	1	1	1	1	1	Pass
sub-A00081519	NKI	ses-BAS1	-626	0	0	0	0	0	0	Fail
sub-A00081552	NKI	ses-FLU1	-66	1	1	1	1	1	1	Pass
sub-A00081725	NKI	ses-BAS1	-61	1	1	1	1	1	1	Pass
sub-A00081842	NKI	ses-BAS1	-202	0.75	0.5	0.75	0.5	0.5	0.6	Artifact
sub-A00081842	NKI	ses-FLU1	-338	0	0	0	0	0	0	Fail
sub-A00081901	NKI	ses-BAS1	-29	1	1	1	1	1	1	Pass
sub-A00082216	NKI	ses-FLU1	-48	1	1	1	1	1	1	Pass
sub-A00082943	NKI	ses-TRT	-132	1	1	1	1	1	1	Pass
sub-A00082945	NKI	ses-BAS1	-115	1	1	1	1	1	1	Pass
sub-A00082969	NKI	ses-BAS1	-49	1	1	1	1	1	1	Pass
sub-A00083109	NKI	ses-BAS1	-68	1	1	1	1	1	1	Pass
sub-A00083109	NKI	ses-FLU1	-50	1	0.75	1	1	1	0.95	Artifact
sub-A00083631	NKI	ses-FLU1	-43	1	1	1	1	1	1	Pass
sub-A00083687	NKI	ses-FLU1	-49	1	1	1	1	1	1	Pass
sub-A00083982	NKI	ses-FLU1	-34	1	1	1	1	1	1	Pass
sub-A00085066	NKI	ses-BAS1	-81	1	1	1	1	1	1	Pass
sub-A00008326	NKI	ses-FLU1	-31	1	1				1	Pass
sub-A00013809	NKI	ses-BAS1	-72	0.75	1				0.875	Artifact
sub-A00023510	NKI	ses-BAS1	-77	1	1				1	Pass
sub-A00025566	NKI	ses-BAS1	-102	1	1				1	Pass
sub-A00027439	NKI	ses-FLU1	-152	1	1				1	Pass
sub-A00028185	NKI	ses-BAS2	-52	1	1				1	Pass
sub-A00028246	NKI	ses-BAS1	-31	1	1				1	Pass
sub-A00028352	NKI	ses-BAS1	-52	1	1				1	Pass
sub-A00028430	NKI	ses-BAS1	-64	1	1				1	Pass
sub-A00028552	NKI	ses-BAS1	-93	1	1				1	Pass
sub-A00028613	NKI	ses-BAS1	-40	1	1				1	Pass
sub-A00028625	NKI	ses-BAS1	-61	1	1				1	Pass
sub-A00028691	NKI	ses-BAS1	-57	1	1				1	Pass
sub-A00028822	NKI	ses-BAS1	-39	1	1				1	Pass
sub-A00028844	NKI	ses-BAS1	-69	1	1				1	Pass
sub-A00029092	NKI	ses-BAS1	-52	1	1				1	Pass
sub-A00029230	NKI	ses-BAS1	-112	0	0.25				0.125	Artifact
sub-A00029979	NKI	ses-BAS1	-67	1	1				1	Pass
sub-A00030947	NKI	ses-BAS2	-127	0.25	0.25				0.25	Artifact
sub-A00030990	NKI	ses-BAS1	-39	1	1				1	Pass
sub-A00031167	NKI	ses-BAS1	-58	1	1				1	Pass
sub-A00031459	NKI	ses-BAS1	-51	1	1				1	Pass
sub-A00031604	NKI	ses-BAS1	-101	1	0.75				0.875	Artifact
sub-A00031872	NKI	ses-BAS1	-50	1	1				1	Pass
sub-A00031881	NKI	ses-BAS1	-106	1	1				1	Pass
sub-A00032010	NKI	ses-BAS1	-144	1	1				1	Pass
sub-A00032817	NKI	ses-BAS1	-235	0	0.25				0.125	Artifact
sub-A00032875	NKI	ses-FLU1	-83	1	0.75				0.875	Artifact
sub-A00033011	NKI	ses-BAS1	-47	1	1				1	Pass
sub-A00033021	NKI	ses-BAS1	-72	1	1				1	Pass
sub-A00033735	NKI	ses-BAS1	-68	1	1				1	Pass
sub-A00033748	NKI	ses-BAS1	-41	0.5	0.75				0.625	Artifact
sub-A00034074	NKI	ses-BAS1	-75	1	1				1	Pass
sub-A00034193	NKI	ses-BAS1	-61	1	1				1	Pass
sub-A00034400	NKI	ses-BAS1	-28	1	1				1	Pass
sub-A00034854	NKI	ses-BAS2	-43	1	1				1	Pass
sub-A00035292	NKI	ses-BAS1	-101	1	1				1	Pass
sub-A00035292	NKI	ses-FLU1	-94	1	1				1	Pass
sub-A00035292	NKI	ses-FLU2	-83	1	1				1	Pass
sub-A00035377	NKI	ses-FLU1	-226	0	0.25				0.125	Artifact
sub-A00035437	NKI	ses-BAS1	-57	1	0.75				0.875	Artifact
sub-A00035535	NKI	ses-BAS1	-33	1	1				1	Pass
sub-A00035561	NKI	ses-FLU2	-111	1	1				1	Pass
sub-A00035744	NKI	ses-BAS1	-76	1	1				1	Pass
sub-A00035798	NKI	ses-BAS1	-44	1	1				1	Pass
sub-A00035840	NKI	ses-BAS2	-31	1	1				1	Pass
sub-A00035879	NKI	ses-BAS1	-102	1	1				1	Pass
sub-A00035945	NKI	ses-BAS1	-94	1	0.75				0.875	Artifact
sub-A00035945	NKI	ses-TRT	-105	1	1				1	Pass
sub-A00037229	NKI	ses-FLU1	-359	0.25	0				0.125	Artifact
sub-A00037368	NKI	ses-BAS1	-70	1	1				1	Pass
sub-A00037439	NKI	ses-BAS1	-82	1	1				1	Pass
sub-A00037476	NKI	ses-BAS1	-48	1	1				1	Pass
sub-A00037511	NKI	ses-BAS2	-57	1	0.75				0.875	Artifact
sub-A00037522	NKI	ses-BAS2	-109	1	1				1	Pass
sub-A00037582	NKI	ses-BAS1	-75	1	1				1	Pass
sub-A00037646	NKI	ses-BAS1	-32	1	1				1	Pass
sub-A00037647	NKI	ses-BAS1	-55	1	1				1	Pass
sub-A00037725	NKI	ses-BAS1	-66	1	1				1	Pass
sub-A00037817	NKI	ses-FLU1	-110	1	1				1	Pass
sub-A00037831	NKI	ses-BAS1	-30	1	1				1	Pass
sub-A00038115	NKI	ses-BAS1	-48	1	1				1	Pass
sub-A00038158	NKI	ses-BAS1	-89	1	1				1	Pass
sub-A00038159	NKI	ses-BAS1	-56	1	1				1	Pass
sub-A00038414	NKI	ses-BAS2	-65	1	1				1	Pass
sub-A00038424	NKI	ses-BAS1	-85	1	1				1	Pass
sub-A00038623	NKI	ses-BAS1	-81	1	1				1	Pass
sub-A00038623	NKI	ses-BAS2	-95	1	1				1	Pass
sub-A00038806	NKI	ses-BAS1	-71	1	1				1	Pass
sub-A00038817	NKI	ses-BAS1	-25	1	1				1	Pass
sub-A00038959	NKI	ses-BAS1	-284	0	0.5				0.25	Artifact
sub-A00039084	NKI	ses-BAS1	-32	1	1				1	Pass
sub-A00039331	NKI	ses-BAS1	-36	1	1				1	Pass
sub-A00039391	NKI	ses-BAS1	-27	1	0.75				0.875	Artifact
sub-A00039488	NKI	ses-BAS1	-47	1	1				1	Pass
sub-A00039560	NKI	ses-BAS1	-38	1	1				1	Pass
sub-A00039593	NKI	ses-BAS2	-39	1	1				1	Pass
sub-A00039636	NKI	ses-BAS1	-49	1	1				1	Pass
sub-A00039685	NKI	ses-BAS2	-28	1	1				1	Pass
sub-A00039700	NKI	ses-BAS1	-42	1	1				1	Pass
sub-A00039819	NKI	ses-BAS1	-48	1	1				1	Pass
sub-A00039820	NKI	ses-FLU1	-82	1	0.75				0.875	Artifact
sub-A00039866	NKI	ses-BAS1	-52	1	1				1	Pass
sub-A00039951	NKI	ses-BAS2	-59	0.5	0.75				0.625	Artifact
sub-A00039966	NKI	ses-BAS1	-62	1	1				1	Pass
sub-A00039974	NKI	ses-BAS1	-35	1	0.75				0.875	Artifact
sub-A00040117	NKI	ses-FLU1	-89	1	0.75				0.875	Artifact
sub-A00040225	NKI	ses-BAS2	-90	1	1				1	Pass
sub-A00040286	NKI	ses-BAS2	-52	1	1				1	Pass
sub-A00040311	NKI	ses-FLU1	-72	1	1				1	Pass
sub-A00040462	NKI	ses-BAS1	-41	1	1				1	Pass
sub-A00040543	NKI	ses-BAS1	-50	1	1				1	Pass
sub-A00040556	NKI	ses-BAS1	-87	1	0.75				0.875	Artifact
sub-A00040556	NKI	ses-FLU2	-49	1	1				1	Pass
sub-A00040580	NKI	ses-FLU1	-65	1	1				1	Pass
sub-A00040623	NKI	ses-BAS1	-58	1	1				1	Pass
sub-A00040640	NKI	ses-BAS1	-49	1	1				1	Pass
sub-A00040784	NKI	ses-BAS1	-48	1	1				1	Pass
sub-A00040800	NKI	ses-BAS1	-81	1	1				1	Pass
sub-A00040800	NKI	ses-FLU1	-88	1	1				1	Pass
sub-A00040800	NKI	ses-TRT	-99	1	1				1	Pass
sub-A00040915	NKI	ses-BAS1	-70	1	1				1	Pass
sub-A00043494	NKI	ses-TRT	-68	1	1				1	Pass
sub-A00043509	NKI	ses-BAS1	-46	1	1				1	Pass
sub-A00043634	NKI	ses-BAS1	-58	1	1				1	Pass
sub-A00043722	NKI	ses-BAS1	-64	1	1				1	Pass
sub-A00044084	NKI	ses-BAS1	-38	1	1				1	Pass
sub-A00044370	NKI	ses-BAS1	-24	1	1				1	Pass
sub-A00045554	NKI	ses-BAS1	-112	1	1				1	Pass
sub-A00050679	NKI	ses-BAS1	-62	1	1				1	Pass
sub-A00050795	NKI	ses-BAS1	-69	1	1				1	Pass
sub-A00050847	NKI	ses-FLU1	-89	1	1				1	Pass
sub-A00050847	NKI	ses-FLU2	-71	1	1				1	Pass
sub-A00050848	NKI	ses-BAS1	-67	1	1				1	Pass
sub-A00051064	NKI	ses-BAS1	-48	1	1				1	Pass
sub-A00051456	NKI	ses-BAS2	-56	1	1				1	Pass
sub-A00051456	NKI	ses-FLU1	-52	1	0.5				0.75	Artifact
sub-A00051528	NKI	ses-BAS1	-43	1	1				1	Pass
sub-A00051529	NKI	ses-BAS1	-44	1	1				1	Pass
sub-A00051548	NKI	ses-BAS1	-37	1	1				1	Pass
sub-A00051604	NKI	ses-BAS1	-44	1	1				1	Pass
sub-A00051658	NKI	ses-BAS1	-41	1	1				1	Pass
sub-A00051691	NKI	ses-TRT	-159	0.75	0.75				0.75	Artifact
sub-A00051726	NKI	ses-BAS1	-42	1	1				1	Pass
sub-A00051882	NKI	ses-BAS1	-30	1	1				1	Pass
sub-A00051882	NKI	ses-BAS2	-27	1	1				1	Pass
sub-A00051882	NKI	ses-FLU1	-29	1	1				1	Pass
sub-A00052069	NKI	ses-BAS1	-73	1	1				1	Pass
sub-A00052070	NKI	ses-BAS1	-36	1	1				1	Pass
sub-A00052181	NKI	ses-BAS2	-49	1	1				1	Pass
sub-A00052182	NKI	ses-FLU2	-310	0	0				0	Fail
sub-A00052183	NKI	ses-BAS1	-64	1	1				1	Pass
sub-A00052183	NKI	ses-FLU1	-66	1	1				1	Pass
sub-A00052183	NKI	ses-TRT	-54	1	1				1	Pass
sub-A00052214	NKI	ses-BAS1	-107	1	1				1	Pass
sub-A00052234	NKI	ses-FLU1	-80	1	1				1	Pass
sub-A00052560	NKI	ses-BAS1	-68	1	1				1	Pass
sub-A00052577	NKI	ses-BAS1	-33	1	1				1	Pass
sub-A00052577	NKI	ses-FLU1	-44	1	1				1	Pass
sub-A00053171	NKI	ses-FLU2	-217	1	1				1	Pass
sub-A00053202	NKI	ses-BAS2	-22	1	1				1	Pass
sub-A00053203	NKI	ses-FLU1	-104	1	1				1	Pass
sub-A00053490	NKI	ses-BAS1	-100	1	1				1	Pass
sub-A00053490	NKI	ses-TRT	-74	1	1				1	Pass
sub-A00053744	NKI	ses-BAS1	-55	1	1				1	Pass
sub-A00053851	NKI	ses-BAS1	-29	1	1				1	Pass
sub-A00053873	NKI	ses-FLU2	-65	1	1				1	Pass
sub-A00053873	NKI	ses-TRT	-118	1	0.75				0.875	Artifact
sub-A00053927	NKI	ses-BAS1	-48	1	1				1	Pass
sub-A00054206	NKI	ses-BAS1	-131	1	1				1	Pass
sub-A00054358	NKI	ses-BAS1	-43	1	1				1	Pass
sub-A00054533	NKI	ses-BAS1	-47	1	1				1	Pass
sub-A00054534	NKI	ses-BAS1	-78	1	1				1	Pass
sub-A00054895	NKI	ses-BAS1	-50	1	1				1	Pass
sub-A00054897	NKI	ses-BAS1	-136	0.25	0.25				0.25	Artifact
sub-A00055122	NKI	ses-BAS1	-208	1	0.25				0.625	Artifact
sub-A00055122	NKI	ses-FLU2	-93	1	1				1	Pass
sub-A00055262	NKI	ses-TRT	-77	1	1				1	Pass
sub-A00055267	NKI	ses-TRT	-409	0	0				0	Fail
sub-A00055446	NKI	ses-BAS1	-47	1	1				1	Pass
sub-A00055462	NKI	ses-BAS1	-81	1	1				1	Pass
sub-A00055612	NKI	ses-BAS1	-51	1	1				1	Pass
sub-A00055612	NKI	ses-FLU1	-42	1	1				1	Pass
sub-A00055612	NKI	ses-TRT	-68	1	1				1	Pass
sub-A00055693	NKI	ses-BAS1	-221	1	0				0.5	Artifact
sub-A00055727	NKI	ses-FLU2	-535	0	0				0	Fail
sub-A00055728	NKI	ses-BAS1	-149	0.75	1				0.875	Artifact
sub-A00055738	NKI	ses-BAS1	-26	1	1				1	Pass
sub-A00055832	NKI	ses-BAS1	-115	1	1				1	Pass
sub-A00055866	NKI	ses-TRT	-85	1	1				1	Pass
sub-A00055867	NKI	ses-BAS1	-81	1	1				1	Pass
sub-A00055907	NKI	ses-FLU2	-250	0	0				0	Fail
sub-A00055907	NKI	ses-TRT	-148	1	1				1	Pass
sub-A00055946	NKI	ses-BAS1	-163	0.75	0				0.375	Artifact
sub-A00055991	NKI	ses-TRT	-37	1	1				1	Pass
sub-A00056020	NKI	ses-BAS1	-598	0	0				0	Fail
sub-A00056020	NKI	ses-FLU1	-115	1	1				1	Pass
sub-A00056098	NKI	ses-BAS1	-15	1	1				1	Pass
sub-A00056295	NKI	ses-FLU1	-375	0	0				0	Fail
sub-A00056420	NKI	ses-BAS1	-205	1	0.25				0.625	Artifact
sub-A00056605	NKI	ses-TRT	-44	1	1				1	Pass
sub-A00056830	NKI	ses-FLU2	-74	1	1				1	Pass
sub-A00056949	NKI	ses-BAS1	-54	1	1				1	Pass
sub-A00057076	NKI	ses-BAS1	-452	0	0				0	Fail
sub-A00057444	NKI	ses-BAS1	-49	1	1				1	Pass
sub-A00057480	NKI	ses-BAS1	-137	1	1				1	Pass
sub-A00057725	NKI	ses-TRT	-244	0.5	0.25				0.375	Artifact
sub-A00057726	NKI	ses-FLU2	-120	0.75	0.25				0.5	Artifact
sub-A00057809	NKI	ses-BAS1	-120	1	1				1	Pass
sub-A00057809	NKI	ses-FLU2	-82	1	1				1	Pass
sub-A00057809	NKI	ses-TRT	-74	1	1				1	Pass
sub-A00057862	NKI	ses-FLU2	-62	1	1				1	Pass
sub-A00057967	NKI	ses-BAS1	-94	1	1				1	Pass
sub-A00058004	NKI	ses-FLU1	-115	1	1				1	Pass
sub-A00058061	NKI	ses-BAS1	-92	0.75	0.75				0.75	Artifact
sub-A00058215	NKI	ses-FLU1	-84	1	1				1	Pass
sub-A00058229	NKI	ses-BAS1	-79	1	1				1	Pass
sub-A00058503	NKI	ses-FLU1	-46	1	1				1	Pass
sub-A00058515	NKI	ses-BAS1	-45	1	1				1	Pass
sub-A00058537	NKI	ses-FLU2	-58	1	1				1	Pass
sub-A00058644	NKI	ses-BAS1	-76	1	1				1	Pass
sub-A00058667	NKI	ses-BAS1	-68	1	1				1	Pass
sub-A00058685	NKI	ses-FLU2	-42	1	1				1	Pass
sub-A00059326	NKI	ses-BAS1	-69	1	1				1	Pass
sub-A00059326	NKI	ses-FLU1	-61	1	1				1	Pass
sub-A00059327	NKI	ses-TRT	-91	1	1				1	Pass
sub-A00059344	NKI	ses-BAS1	-55	0.75	1				0.875	Artifact
sub-A00059344	NKI	ses-BAS2	-165	0	0.25				0.125	Artifact
sub-A00059361	NKI	ses-BAS1	-78	1	1				1	Pass
sub-A00059361	NKI	ses-BAS2	-70	1	1				1	Pass
sub-A00059527	NKI	ses-BAS1	-30	1	1				1	Pass
sub-A00059733	NKI	ses-FLU1	-134	1	0.5				0.75	Artifact
sub-A00059756	NKI	ses-BAS1	-61	1	1				1	Pass
sub-A00059865	NKI	ses-TRT	-88	1	1				1	Pass
sub-A00059875	NKI	ses-BAS1	-394	0	0				0	Fail
sub-A00060099	NKI	ses-BAS1	-126	1	1				1	Pass
sub-A00060100	NKI	ses-FLU1	-84	1	1				1	Pass
sub-A00060100	NKI	ses-FLU2	-80	1	1				1	Pass
sub-A00060383	NKI	ses-BAS1	-54	1	1				1	Pass
sub-A00060384	NKI	ses-FLU2	-254	0	0				0	Fail
sub-A00060472	NKI	ses-FLU1	-41	1	1				1	Pass
sub-A00060575	NKI	ses-FLU1	-63	0.75	0.5				0.625	Artifact
sub-A00060581	NKI	ses-BAS1	-39	1	1				1	Pass
sub-A00060602	NKI	ses-BAS2	-125	1	1				1	Pass
sub-A00060630	NKI	ses-BAS1	-44	1	1				1	Pass
sub-A00060664	NKI	ses-BAS1	-117	1	1				1	Pass
sub-A00060846	NKI	ses-BAS1	-94	1	1				1	Pass
sub-A00061276	NKI	ses-BAS1	-43	1	1				1	Pass
sub-A00061281	NKI	ses-BAS1	-84	1	1				1	Pass
sub-A00061284	NKI	ses-BAS1	-76	1	1				1	Pass
sub-A00061413	NKI	ses-TRT	-50	1	1				1	Pass
sub-A00061598	NKI	ses-BAS1	-32	1	1				1	Pass
sub-A00061709	NKI	ses-BAS1	-53	1	1				1	Pass
sub-A00061711	NKI	ses-BAS1	-132	1	1				1	Pass
sub-A00061714	NKI	ses-BAS1	-133	1	1				1	Pass
sub-A00061787	NKI	ses-BAS1	-33	1	1				1	Pass
sub-A00061790	NKI	ses-BAS1	-53	1	0.75				0.875	Artifact
sub-A00061806	NKI	ses-BAS1	-38	1	1				1	Pass
sub-A00062009	NKI	ses-BAS1	-479	0	0				0	Fail
sub-A00062081	NKI	ses-FLU1	-75	1	1				1	Pass
sub-A00062210	NKI	ses-BAS2	-37	1	1				1	Pass
sub-A00062282	NKI	ses-BAS2	-121	1	1				1	Pass
sub-A00062349	NKI	ses-TRT	-181	1	1				1	Pass
sub-A00062411	NKI	ses-BAS1	-37	1	1				1	Pass
sub-A00062917	NKI	ses-BAS1	-36	1	1				1	Pass
sub-A00062937	NKI	ses-BAS2	-130	1	0.75				0.875	Artifact
sub-A00062937	NKI	ses-FLU1	-125	0.75	1				0.875	Artifact
sub-A00062983	NKI	ses-FLU1	-66	1	1				1	Pass
sub-A00062983	NKI	ses-FLU2	-64	1	1				1	Pass
sub-A00062989	NKI	ses-FLU2	-71	1	1				1	Pass
sub-A00062997	NKI	ses-TRT	-299	0	0				0	Fail
sub-A00063003	NKI	ses-FLU1	-116	1	1				1	Pass
sub-A00063110	NKI	ses-BAS1	-192	1	0.75				0.875	Artifact
sub-A00063326	NKI	ses-BAS1	-55	1	1				1	Pass
sub-A00063327	NKI	ses-BAS1	-335	0	0				0	Fail
sub-A00063327	NKI	ses-FLU2	-183	0.25	0				0.125	Artifact
sub-A00063481	NKI	ses-BAS1	-54	1	0.75				0.875	Artifact
sub-A00064323	NKI	ses-BAS1	-87	0.75	0.25				0.5	Artifact
sub-A00064415	NKI	ses-BAS1	-46	1	1				1	Pass
sub-A00064505	NKI	ses-FLU1	-86	1	1				1	Pass
sub-A00065185	NKI	ses-FLU2	-100	1	1				1	Pass
sub-A00065250	NKI	ses-FLU2	-73	1	1				1	Pass
sub-A00065250	NKI	ses-TRT	-317	0	0.25				0.125	Artifact
sub-A00065480	NKI	ses-FLU2	-79	0.75	0.75				0.75	Artifact
sub-A00065487	NKI	ses-FLU1	-63	1	1				1	Pass
sub-A00065572	NKI	ses-FLU1	-65	1	1				1	Pass
sub-A00065743	NKI	ses-FLU1	-62	1	1				1	Pass
sub-A00065873	NKI	ses-BAS1	-38	1	1				1	Pass
sub-A00065934	NKI	ses-BAS1	-79	1	1				1	Pass
sub-A00065935	NKI	ses-FLU2	-59	0.25	0.5				0.375	Artifact
sub-A00065941	NKI	ses-FLU1	-67	1	1				1	Pass
sub-A00065962	NKI	ses-FLU2	-24	1	1				1	Pass
sub-A00065974	NKI	ses-FLU2	-53	1	1				1	Pass
sub-A00065991	NKI	ses-FLU1	-34	1	1				1	Pass
sub-A00066245	NKI	ses-FLU1	-40	1	1				1	Pass
sub-A00066282	NKI	ses-BAS1	-70	1	1				1	Pass
sub-A00066302	NKI	ses-BAS1	-50	1	1				1	Pass
sub-A00066314	NKI	ses-BAS1	-56	1	1				1	Pass
sub-A00066396	NKI	ses-FLU1	-69	1	1				1	Pass
sub-A00066460	NKI	ses-FLU1	-54	1	1				1	Pass
sub-A00066539	NKI	ses-BAS1	-51	1	1				1	Pass
sub-A00066572	NKI	ses-BAS1	-57	1	1				1	Pass
sub-A00066572	NKI	ses-FLU2	-37	1	1				1	Pass
sub-A00066572	NKI	ses-TRT	-45	1	1				1	Pass
sub-A00066589	NKI	ses-FLU1	-79	1	1				1	Pass
sub-A00066784	NKI	ses-FLU1	-141	1	1				1	Pass
sub-A00066865	NKI	ses-BAS1	-41	1	1				1	Pass
sub-A00067174	NKI	ses-FLU1	-142	0.75	1				0.875	Artifact
sub-A00073308	NKI	ses-BAS1	-49	1	1				1	Pass
sub-A00073525	NKI	ses-BAS1	-36	1	0.75				0.875	Artifact
sub-A00073545	NKI	ses-TRT	-326	0	0				0	Fail
sub-A00073940	NKI	ses-FLU1	-33	1	1				1	Pass
sub-A00073942	NKI	ses-FLU1	-62	1	1				1	Pass
sub-A00073942	NKI	ses-FLU2	-78	1	1				1	Pass
sub-A00074034	NKI	ses-FLU2	-87	1	1				1	Pass
sub-A00074425	NKI	ses-BAS1	-97	1	1				1	Pass
sub-A00074427	NKI	ses-FLU2	-71	1	1				1	Pass
sub-A00074439	NKI	ses-FLU1	-29	1	1				1	Pass
sub-A00074447	NKI	ses-FLU1	-726	0	0				0	Fail
