participant_id	study	ses_id	euler	rater_1	rater_3	rater_4	rater_5	rater_6	across_rater_average	qc_determination
sub-A00074618	NKI	ses-BAS1	-98	1	1				1	Pass
sub-A00074639	NKI	ses-BAS1	-45	1	1				1	Pass
sub-A00074641	NKI	ses-FLU1	-32	1	1				1	Pass
sub-A00074701	NKI	ses-FLU1	-44	1	1				1	Pass
sub-A00074711	NKI	ses-BAS1	-104	1	0.75				0.875	Artifact
sub-A00074768	NKI	ses-BAS1	-157	0	0				0	Fail
sub-A00074769	NKI	ses-FLU1	-64	1	1				1	Pass
sub-A00074793	NKI	ses-FLU2	-50	1	1				1	Pass
sub-A00074794	NKI	ses-FLU2	-60	1	1				1	Pass
sub-A00074800	NKI	ses-FLU1	-55	1	1				1	Pass
sub-A00074836	NKI	ses-FLU1	-111	1	1				1	Pass
sub-A00074952	NKI	ses-FLU2	-64	1	1				1	Pass
sub-A00074952	NKI	ses-TRT	-92	1	1				1	Pass
sub-A00074953	NKI	ses-BAS1	-172	1	0.5				0.75	Artifact
sub-A00074969	NKI	ses-BAS1	-96	1	1				1	Pass
sub-A00074989	NKI	ses-FLU2	-59	1	1				1	Pass
sub-A00075151	NKI	ses-BAS1	-55	1	1				1	Pass
sub-A00075229	NKI	ses-FLU1	-95	0.75	1				0.875	Artifact
sub-A00075269	NKI	ses-BAS1	-47	1	1				1	Pass
sub-A00075377	NKI	ses-BAS1	-201	0.5	0.5				0.5	Artifact
sub-A00075412	NKI	ses-BAS1	-98	1	1				1	Pass
sub-A00075653	NKI	ses-BAS1	-41	1	1				1	Pass
sub-A00075660	NKI	ses-BAS1	-46	1	1				1	Pass
sub-A00075732	NKI	ses-FLU1	-32	1	1				1	Pass
sub-A00075737	NKI	ses-FLU1	-63	1	1				1	Pass
sub-A00075737	NKI	ses-TRT	-68	1	1				1	Pass
sub-A00075740	NKI	ses-BAS1	-189	0	0				0	Fail
sub-A00075757	NKI	ses-FLU2	-67	1	1				1	Pass
sub-A00075895	NKI	ses-FLU2	-146	0.25	0.25				0.25	Artifact
sub-A00076381	NKI	ses-FLU2	-59	1	1				1	Pass
sub-A00076546	NKI	ses-BAS1	-27	1	1				1	Pass
sub-A00076559	NKI	ses-BAS1	-28	1	1				1	Pass
sub-A00076595	NKI	ses-FLU2	-129	0	0				0	Fail
sub-A00076744	NKI	ses-BAS1	-39	1	1				1	Pass
sub-A00076755	NKI	ses-FLU1	-83	1	1				1	Pass
sub-A00076755	NKI	ses-FLU2	-90	1	1				1	Pass
sub-A00076941	NKI	ses-TRT	-66	0.5	1				0.75	Artifact
sub-A00077091	NKI	ses-FLU2	-22	1	1				1	Pass
sub-A00077099	NKI	ses-FLU1	-96	1	1				1	Pass
sub-A00077111	NKI	ses-BAS1	-60	1	1				1	Pass
sub-A00077181	NKI	ses-FLU2	-57	1	0.75				0.875	Artifact
sub-A00077184	NKI	ses-BAS1	-43	1	1				1	Pass
sub-A00077184	NKI	ses-FLU2	-45	1	1				1	Pass
sub-A00077188	NKI	ses-BAS1	-35	1	1				1	Pass
sub-A00077192	NKI	ses-BAS1	-73	0.75	1				0.875	Artifact
sub-A00077201	NKI	ses-TRT	-26	1	1				1	Pass
sub-A00077203	NKI	ses-FLU1	-51	1	1				1	Pass
sub-A00077304	NKI	ses-FLU1	-45	1	1				1	Pass
sub-A00077453	NKI	ses-BAS1	-85	1	1				1	Pass
sub-A00077453	NKI	ses-FLU1	-53	1	1				1	Pass
sub-A00077528	NKI	ses-FLU1	-31	1	1				1	Pass
sub-A00077574	NKI	ses-FLU1	-107	1	1				1	Pass
sub-A00077637	NKI	ses-BAS1	-58	1	1				1	Pass
sub-A00077668	NKI	ses-BAS1	-76	1	1				1	Pass
sub-A00077734	NKI	ses-BAS1	-73	1	1				1	Pass
sub-A00077753	NKI	ses-FLU2	-77	1	1				1	Pass
sub-A00077755	NKI	ses-BAS1	-230	0.25	0				0.125	Artifact
sub-A00078239	NKI	ses-FLU2	-212	0.25	0				0.125	Artifact
sub-A00078823	NKI	ses-BAS1	-53	1	1				1	Pass
sub-A00079334	NKI	ses-BAS1	-76	1	1				1	Pass
sub-A00079337	NKI	ses-BAS1	-143	1	1				1	Pass
sub-A00079337	NKI	ses-TRT	-133	1	1				1	Pass
sub-A00079775	NKI	ses-BAS1	-35	1	1				1	Pass
sub-A00079776	NKI	ses-BAS1	-86	1	1				1	Pass
sub-A00079776	NKI	ses-FLU2	-196	1	1				1	Pass
sub-A00079776	NKI	ses-TRT	-65	1	1				1	Pass
sub-A00079850	NKI	ses-BAS1	-34	1	1				1	Pass
sub-A00079850	NKI	ses-FLU1	-40	1	1				1	Pass
sub-A00079977	NKI	ses-FLU2	-25	1	1				1	Pass
sub-A00080052	NKI	ses-FLU1	-36	1	1				1	Pass
sub-A00080052	NKI	ses-FLU2	-51	1	1				1	Pass
sub-A00080428	NKI	ses-FLU1	-77	1	1				1	Pass
sub-A00080447	NKI	ses-BAS1	-52	1	1				1	Pass
sub-A00080452	NKI	ses-BAS1	-79	1	1				1	Pass
sub-A00080818	NKI	ses-FLU1	-116	1	0.75				0.875	Artifact
sub-A00081103	NKI	ses-BAS1	-90	1	1				1	Pass
sub-A00081112	NKI	ses-BAS1	-43	1	1				1	Pass
sub-A00081123	NKI	ses-BAS1	-20	1	1				1	Pass
sub-A00081126	NKI	ses-TRT	-114	1	1				1	Pass
sub-A00081175	NKI	ses-FLU1	-56	1	1				1	Pass
sub-A00081185	NKI	ses-BAS1	-73	1	1				1	Pass
sub-A00081253	NKI	ses-FLU1	-80	1	1				1	Pass
sub-A00081385	NKI	ses-TRT	-88	1	1				1	Pass
sub-A00081392	NKI	ses-BAS1	-56	1	1				1	Pass
sub-A00081402	NKI	ses-FLU1	-77	1	1				1	Pass
sub-A00081479	NKI	ses-BAS1	-42	1	1				1	Pass
sub-A00081517	NKI	ses-BAS1	-58	1	1				1	Pass
sub-A00081544	NKI	ses-BAS1	-38	1	1				1	Pass
sub-A00081616	NKI	ses-BAS1	-57	1	1				1	Pass
sub-A00081721	NKI	ses-BAS1	-49	1	1				1	Pass
sub-A00081721	NKI	ses-FLU1	-62	1	1				1	Pass
sub-A00081725	NKI	ses-FLU1	-71	0.75	0.5				0.625	Artifact
sub-A00081727	NKI	ses-FLU1	-30	1	1				1	Pass
sub-A00081734	NKI	ses-FLU1	-41	1	1				1	Pass
sub-A00081780	NKI	ses-BAS1	-41	1	1				1	Pass
sub-A00081846	NKI	ses-FLU1	-86	1	0.75				0.875	Artifact
sub-A00081854	NKI	ses-BAS1	-55	1	1				1	Pass
sub-A00081963	NKI	ses-BAS1	-72	1	1				1	Pass
sub-A00082217	NKI	ses-FLU1	-155	0.75	0.25				0.5	Artifact
sub-A00082217	NKI	ses-TRT	-124	1	1				1	Pass
sub-A00082529	NKI	ses-BAS1	-29	1	1				1	Pass
sub-A00082529	NKI	ses-FLU1	-34	1	1				1	Pass
sub-A00082532	NKI	ses-BAS1	-33	1	1				1	Pass
sub-A00082556	NKI	ses-BAS1	-60	1	1				1	Pass
sub-A00082556	NKI	ses-FLU1	-45	1	1				1	Pass
sub-A00082563	NKI	ses-BAS1	-91	1	1				1	Pass
sub-A00082590	NKI	ses-FLU1	-34	1	1				1	Pass
sub-A00082672	NKI	ses-FLU1	-153	0.25	0.25				0.25	Artifact
sub-A00082734	NKI	ses-BAS1	-59	1	1				1	Pass
sub-A00082808	NKI	ses-BAS1	-264	0.25	0				0.125	Artifact
sub-A00083142	NKI	ses-BAS1	-61	1	1				1	Pass
sub-A00083142	NKI	ses-FLU1	-47	1	1				1	Pass
sub-A00083169	NKI	ses-FLU1	-69	1	1				1	Pass
sub-A00083208	NKI	ses-BAS1	-61	1	1				1	Pass
sub-A00083389	NKI	ses-BAS1	-93	1	1				1	Pass
sub-A00083631	NKI	ses-BAS1	-30	1	1				1	Pass
sub-A00083687	NKI	ses-BAS1	-35	1	1				1	Pass
sub-A00083732	NKI	ses-FLU1	-117	1	1				1	Pass
sub-A00083745	NKI	ses-TRT	-65	1	1				1	Pass
sub-A00083847	NKI	ses-BAS1	-40	1	1				1	Pass
sub-A00083951	NKI	ses-BAS1	-98	1	0.75				0.875	Artifact
sub-A00083952	NKI	ses-BAS1	-23	1	1				1	Pass
sub-A00083967	NKI	ses-BAS1	-42	1	1				1	Pass
sub-A00084901	NKI	ses-FLU1	-49	1	1				1	Pass
sub-A00084921	NKI	ses-BAS1	-45	1	1				1	Pass
sub-A00085003	NKI	ses-FLU1	-149	1	0.75				0.875	Artifact
sub-A00085095	NKI	ses-BAS1	-122	1	1				1	Pass
sub-A00085290	NKI	ses-BAS1	-51	1	1				1	Pass
sub-A00085665	NKI	ses-BAS1	-36	1	1				1	Pass
sub-A00085797	NKI	ses-BAS1	-177	0.5	0.5				0.5	Artifact
sub-A00085828	NKI	ses-BAS1	-46	1	1				1	Pass
sub-A00085828	NKI	ses-FLU1	-45	1	1				1	Pass
sub-A00086169	NKI	ses-FLU1	-48	0.75	0.75				0.75	Artifact
sub-A00086259	NKI	ses-FLU1	-56	1	1				1	Pass
sub-A00086474	NKI	ses-FLU1	-47	1	1				1	Pass
sub-A00086551	NKI	ses-FLU1	-63	1	1				1	Pass
sub-A00027443	NKI	ses-BAS1	-45			1	1	1	1	Pass
sub-A00027544	NKI	ses-BAS1	-94			1	1	0.75	0.916666667	Artifact
sub-A00027651	NKI	ses-BAS1	-48			1	1	1	1	Pass
sub-A00028177	NKI	ses-BAS1	-52			1	1	1	1	Pass
sub-A00029104	NKI	ses-BAS1	-27			1	1	0.5	0.833333333	Artifact
sub-A00029231	NKI	ses-BAS1	-41			1	1	1	1	Pass
sub-A00029304	NKI	ses-BAS1	-63			1	1	1	1	Pass
sub-A00030913	NKI	ses-BAS1	-68			1	1	1	1	Pass
sub-A00030980	NKI	ses-BAS1	-57			1	1	1	1	Pass
sub-A00030989	NKI	ses-BAS1	-49			1	1	0.75	0.916666667	Artifact
sub-A00031605	NKI	ses-BAS1	-33			1	1	1	1	Pass
sub-A00031794	NKI	ses-BAS1	-40			1	1	1	1	Pass
sub-A00031893	NKI	ses-BAS1	-36			1	0.75	1	0.916666667	Artifact
sub-A00031894	NKI	ses-BAS1	-47			1	1	1	1	Pass
sub-A00033247	NKI	ses-BAS1	-37			1	1	1	1	Pass
sub-A00033714	NKI	ses-BAS1	-88			1	1	1	1	Pass
sub-A00033714	NKI	ses-TRT	-95			1	1	1	1	Pass
sub-A00033764	NKI	ses-BAS1	-25			1	1	1	1	Pass
sub-A00033832	NKI	ses-BAS1	-30			1	1	1	1	Pass
sub-A00034073	NKI	ses-BAS1	-47			1	1	1	1	Pass
sub-A00034093	NKI	ses-BAS1	-46			1	1	1	1	Pass
sub-A00034193	NKI	ses-BAS2	-73			1	1	1	1	Pass
sub-A00034854	NKI	ses-BAS1	-36			1	1	1	1	Pass
sub-A00035363	NKI	ses-BAS1	-158			1	0.5	0.75	0.75	Artifact
sub-A00035364	NKI	ses-BAS1	-102			1	1	1	1	Pass
sub-A00035377	NKI	ses-BAS1	-81			1	1	1	1	Pass
sub-A00035378	NKI	ses-BAS1	-22			1	1	1	1	Pass
sub-A00035440	NKI	ses-BAS1	-48			1	1	1	1	Pass
sub-A00035561	NKI	ses-BAS1	-208			0.75	0.75	0.25	0.583333333	Artifact
sub-A00035606	NKI	ses-BAS1	-25			1	1	1	1	Pass
sub-A00035608	NKI	ses-BAS1	-58			1	1	1	1	Pass
sub-A00035625	NKI	ses-BAS1	-36			1	1	1	1	Pass
sub-A00035699	NKI	ses-BAS1	-52			1	1	1	1	Pass
sub-A00035765	NKI	ses-BAS1	-48			1	1	1	1	Pass
sub-A00035881	NKI	ses-BAS1	-42			1	1	1	1	Pass
sub-A00035940	NKI	ses-BAS1	-70			1	1	1	1	Pass
sub-A00037112	NKI	ses-BAS1	-34			1	1	1	1	Pass
sub-A00037117	NKI	ses-BAS1	-56			1	1	1	1	Pass
sub-A00037120	NKI	ses-BAS1	-33			1	1	1	1	Pass
sub-A00037123	NKI	ses-BAS1	-45			1	1	1	1	Pass
sub-A00037126	NKI	ses-BAS2	-76			1	1	1	1	Pass
sub-A00037160	NKI	ses-BAS1	-92			1	1	1	1	Pass
sub-A00037266	NKI	ses-BAS1	-95			1	1	1	1	Pass
sub-A00037267	NKI	ses-BAS2	-39			1	1	1	1	Pass
sub-A00037267	NKI	ses-FLU2	-35			1	1	1	1	Pass
sub-A00037421	NKI	ses-BAS1	-37			1	1	1	1	Pass
sub-A00037457	NKI	ses-BAS2	-51			1	1	1	1	Pass
sub-A00037458	NKI	ses-BAS1	-67			1	1	1	1	Pass
sub-A00037459	NKI	ses-BAS1	-72			1	1	1	1	Pass
sub-A00037492	NKI	ses-BAS1	-48			1	1	1	1	Pass
sub-A00037531	NKI	ses-BAS1	-44			1	1	0.75	0.916666667	Artifact
sub-A00037545	NKI	ses-BAS1	-28			1	1	1	1	Pass
sub-A00037768	NKI	ses-BAS1	-78			1	1	1	1	Pass
sub-A00037783	NKI	ses-BAS1	-64			1	1	1	1	Pass
sub-A00037848	NKI	ses-BAS2	-211			0.5	0.25	0	0.25	Artifact
sub-A00037877	NKI	ses-BAS1	-29			1	1	1	1	Pass
sub-A00038411	NKI	ses-BAS1	-19			1	1	1	1	Pass
sub-A00038642	NKI	ses-BAS2	-47			1	1	1	1	Pass
sub-A00038718	NKI	ses-BAS1	-65			1	1	1	1	Pass
sub-A00038731	NKI	ses-BAS1	-41			1	1	1	1	Pass
sub-A00038806	NKI	ses-FLU2	-73			1	1	1	1	Pass
sub-A00038957	NKI	ses-BAS1	-32			1	1	1	1	Pass
sub-A00038998	NKI	ses-BAS1	-71			1	1	0.75	0.916666667	Artifact
sub-A00039143	NKI	ses-BAS1	-43			1	1	1	1	Pass
sub-A00039353	NKI	ses-FLU2	-35			1	1	1	1	Pass
sub-A00039391	NKI	ses-FLU2	-56			1	1	0.5	0.833333333	Artifact
sub-A00039559	NKI	ses-BAS1	-39			1	1	1	1	Pass
sub-A00039560	NKI	ses-FLU1	-41			1	1	1	1	Pass
sub-A00039607	NKI	ses-BAS1	-41			1	1	1	1	Pass
sub-A00039635	NKI	ses-BAS1	-40			1	1	1	1	Pass
sub-A00039669	NKI	ses-BAS1	-52			1	1	1	1	Pass
sub-A00039685	NKI	ses-BAS1	-40			1	1	1	1	Pass
sub-A00039756	NKI	ses-BAS1	-65			1	1	1	1	Pass
sub-A00039758	NKI	ses-BAS2	-31			1	1	1	1	Pass
sub-A00039758	NKI	ses-FLU1	-41			1	1	1	1	Pass
sub-A00039820	NKI	ses-FLU2	-51			1	1	1	1	Pass
sub-A00039846	NKI	ses-BAS1	-42			1	1	1	1	Pass
sub-A00039916	NKI	ses-BAS1	-71			1	1	1	1	Pass
sub-A00039943	NKI	ses-FLU1	-114			1	1	1	1	Pass
sub-A00039951	NKI	ses-BAS1	-43			1	1	1	1	Pass
sub-A00040117	NKI	ses-FLU2	-52			1	1	1	1	Pass
sub-A00040257	NKI	ses-BAS1	-55			1	1	1	1	Pass
sub-A00040285	NKI	ses-BAS2	-61			1	1	1	1	Pass
sub-A00040285	NKI	ses-FLU2	-96			1	1	1	1	Pass
sub-A00040312	NKI	ses-BAS1	-102			1	1	1	1	Pass
sub-A00040382	NKI	ses-BAS1	-199			1	1	0.75	0.916666667	Artifact
sub-A00040439	NKI	ses-BAS1	-31			1	1	1	1	Pass
sub-A00040461	NKI	ses-BAS1	-37			1	1	1	1	Pass
sub-A00040500	NKI	ses-BAS1	-39			1	1	1	1	Pass
sub-A00040556	NKI	ses-FLU1	-83			1	0.75	1	0.916666667	Artifact
sub-A00040604	NKI	ses-FLU1	-15			1	1	1	1	Pass
sub-A00040604	NKI	ses-FLU2	-27			1	1	1	1	Pass
sub-A00040628	NKI	ses-BAS2	-62			1	1	0.75	0.916666667	Artifact
sub-A00040757	NKI	ses-BAS1	-52			1	1	1	1	Pass
sub-A00040798	NKI	ses-FLU1	-73			1	1	1	1	Pass
sub-A00040798	NKI	ses-FLU2	-82			1	1	1	1	Pass
sub-A00040815	NKI	ses-FLU1	-87			1	1	1	1	Pass
sub-A00040815	NKI	ses-TRT	-59			1	1	1	1	Pass
sub-A00043282	NKI	ses-BAS1	-31			1	1	1	1	Pass
sub-A00043466	NKI	ses-BAS1	-79			1	1	1	1	Pass
sub-A00043521	NKI	ses-BAS1	-33			1	1	1	1	Pass
sub-A00043617	NKI	ses-BAS2	-45			1	1	1	1	Pass
sub-A00043635	NKI	ses-BAS1	-57			1	1	1	1	Pass
sub-A00043721	NKI	ses-BAS1	-111			1	1	1	1	Pass
sub-A00043788	NKI	ses-FLU1	-142			1	0.75	0.75	0.833333333	Artifact
sub-A00043998	NKI	ses-BAS1	-44			1	1	1	1	Pass
sub-A00044171	NKI	ses-BAS1	-38			1	1	1	1	Pass
sub-A00044427	NKI	ses-BAS1	-82			1	1	1	1	Pass
sub-A00050743	NKI	ses-BAS1	-54			1	1	1	1	Pass
sub-A00050848	NKI	ses-FLU1	-94			1	1	1	1	Pass
sub-A00050848	NKI	ses-TRT	-110			1	1	1	1	Pass
sub-A00050912	NKI	ses-BAS1	-46			1	1	1	1	Pass
sub-A00051539	NKI	ses-BAS1	-37			1	1	1	1	Pass
sub-A00051679	NKI	ses-BAS1	-79			1	1	1	1	Pass
sub-A00051691	NKI	ses-BAS1	-141			1	1	1	1	Pass
sub-A00051691	NKI	ses-FLU1	-143			1	1	1	1	Pass
sub-A00051691	NKI	ses-FLU2	-98			1	1	1	1	Pass
sub-A00052069	NKI	ses-TRT	-96			1	1	1	1	Pass
sub-A00052180	NKI	ses-BAS1	-37			1	1	1	1	Pass
sub-A00052182	NKI	ses-TRT	-239			0.5	0	0	0.166666667	Artifact
sub-A00052183	NKI	ses-FLU2	-64			1	1	1	1	Pass
sub-A00052234	NKI	ses-BAS2	-57			1	1	1	1	Pass
sub-A00052237	NKI	ses-FLU1	-84			1	1	1	1	Pass
sub-A00052461	NKI	ses-TRT	-105			1	1	1	1	Pass
sub-A00052502	NKI	ses-BAS1	-76			1	1	1	1	Pass
sub-A00052612	NKI	ses-BAS1	-30			1	1	1	1	Pass
sub-A00052614	NKI	ses-BAS1	-47			1	1	1	1	Pass
sub-A00053202	NKI	ses-BAS1	-26			1	1	1	1	Pass
sub-A00053320	NKI	ses-TRT	-133			1	1	1	1	Pass
sub-A00053455	NKI	ses-BAS1	-35			1	1	1	1	Pass
sub-A00053577	NKI	ses-BAS1	-50			1	1	1	1	Pass
sub-A00053626	NKI	ses-BAS1	-60			1	1	1	1	Pass
sub-A00053873	NKI	ses-BAS1	-55			1	1	1	1	Pass
sub-A00054153	NKI	ses-BAS1	-63			1	1	1	1	Pass
sub-A00054153	NKI	ses-BAS2	-84			1	1	0.75	0.916666667	Artifact
sub-A00054153	NKI	ses-FLU2	-94			1	1	0.75	0.916666667	Artifact
sub-A00054441	NKI	ses-BAS1	-49			1	1	1	1	Pass
sub-A00054581	NKI	ses-FLU2	-74			1	1	1	1	Pass
sub-A00054895	NKI	ses-BAS2	-48			1	1	1	1	Pass
sub-A00054913	NKI	ses-BAS1	-86			1	1	1	1	Pass
sub-A00055076	NKI	ses-BAS1	-133			1	1	1	1	Pass
sub-A00055076	NKI	ses-FLU1	-105			1	1	1	1	Pass
sub-A00055122	NKI	ses-FLU1	-88			1	1	1	1	Pass
sub-A00055122	NKI	ses-TRT	-91			1	1	1	1	Pass
sub-A00055262	NKI	ses-FLU1	-147			1	1	0.75	0.916666667	Artifact
sub-A00055462	NKI	ses-TRT	-67			1	1	1	1	Pass
sub-A00055624	NKI	ses-BAS1	-59			1	1	1	1	Pass
sub-A00055693	NKI	ses-FLU2	-124			1	1	1	1	Pass
sub-A00055728	NKI	ses-FLU2	-70			1	1	1	1	Pass
sub-A00055763	NKI	ses-BAS1	-54			1	1	1	1	Pass
sub-A00055832	NKI	ses-FLU1	-94			1	1	1	1	Pass
sub-A00055903	NKI	ses-BAS1	-59			1	1	1	1	Pass
sub-A00055920	NKI	ses-FLU2	-63			1	1	1	1	Pass
sub-A00055946	NKI	ses-FLU1	-227			0.75	0	0.25	0.333333333	Artifact
sub-A00056020	NKI	ses-FLU2	-155			1	1	1	1	Pass
sub-A00056022	NKI	ses-BAS1	-106			1	1	1	1	Pass
sub-A00056022	NKI	ses-FLU1	-62			1	1	1	1	Pass
sub-A00056022	NKI	ses-FLU2	-511			0	0	0	0	Fail
sub-A00056138	NKI	ses-BAS1	-65			1	1	1	1	Pass
sub-A00056307	NKI	ses-FLU1	-115			1	1	1	1	Pass
sub-A00056307	NKI	ses-FLU2	-76			1	1	1	1	Pass
sub-A00056556	NKI	ses-BAS1	-85			1	1	0.75	0.916666667	Artifact
sub-A00056605	NKI	ses-FLU1	-42			1	1	1	1	Pass
sub-A00056679	NKI	ses-FLU2	-101			1	1	1	1	Pass
sub-A00056746	NKI	ses-BAS1	-99			1	1	1	1	Pass
sub-A00056920	NKI	ses-TRT	-79			1	1	1	1	Pass
sub-A00057076	NKI	ses-TRT	-63			1	1	1	1	Pass
sub-A00057406	NKI	ses-BAS1	-79			1	1	0.75	0.916666667	Artifact
sub-A00057445	NKI	ses-FLU1	-36			1	1	1	1	Pass
sub-A00057480	NKI	ses-FLU2	-75			1	1	1	1	Pass
sub-A00057808	NKI	ses-BAS1	-59			1	1	1	1	Pass
sub-A00058053	NKI	ses-BAS1	-58			1	1	1	1	Pass
sub-A00058053	NKI	ses-TRT	-51			1	1	1	1	Pass
sub-A00058060	NKI	ses-TRT	-281			0.5	0.25	0.25	0.333333333	Artifact
sub-A00058061	NKI	ses-TRT	-59			1	1	1	1	Pass
sub-A00058145	NKI	ses-BAS1	-107			1	0.75	0.75	0.833333333	Artifact
sub-A00058229	NKI	ses-FLU2	-80			1	1	1	1	Pass
sub-A00058318	NKI	ses-BAS1	-58			1	1	1	1	Pass
sub-A00058552	NKI	ses-BAS1	-90			1	1	1	1	Pass
sub-A00058685	NKI	ses-BAS1	-38			1	1	1	1	Pass
sub-A00058952	NKI	ses-BAS1	-54			1	1	1	1	Pass
sub-A00058952	NKI	ses-BAS2	-44			1	1	1	1	Pass
sub-A00059109	NKI	ses-BAS1	-152			1	0.5	1	0.833333333	Artifact
sub-A00059325	NKI	ses-FLU1	-66			1	1	1	1	Pass
sub-A00059327	NKI	ses-FLU2	-50			1	1	1	1	Pass
sub-A00059346	NKI	ses-BAS1	-45			1	1	1	1	Pass
sub-A00059865	NKI	ses-FLU1	-54			1	1	1	1	Pass
sub-A00059911	NKI	ses-BAS1	-28			1	1	1	1	Pass
sub-A00060099	NKI	ses-FLU2	-120			1	1	0.75	0.916666667	Artifact
sub-A00060099	NKI	ses-TRT	-189			1	0.75	0.5	0.75	Artifact
sub-A00060169	NKI	ses-BAS1	-42			1	1	1	1	Pass
sub-A00060252	NKI	ses-BAS1	-49			1	1	1	1	Pass
sub-A00060280	NKI	ses-BAS1	-55			1	1	1	1	Pass
sub-A00060302	NKI	ses-BAS1	-36			1	1	1	1	Pass
sub-A00060384	NKI	ses-TRT	-593			0	0	0	0	Fail
sub-A00060429	NKI	ses-BAS1	-191			0.75	0.5	0.25	0.5	Artifact
sub-A00060429	NKI	ses-TRT	-76			1	0.75	1	0.916666667	Artifact
sub-A00060471	NKI	ses-BAS1	-43			1	1	1	1	Pass
sub-A00060472	NKI	ses-BAS1	-31			1	1	1	1	Pass
sub-A00060516	NKI	ses-BAS1	-62			1	1	1	1	Pass
sub-A00060575	NKI	ses-BAS1	-46			1	1	1	1	Pass
sub-A00060603	NKI	ses-FLU1	-81			1	1	1	1	Pass
sub-A00060603	NKI	ses-FLU2	-86			1	1	1	1	Pass
sub-A00060629	NKI	ses-BAS1	-38			1	1	1	1	Pass
sub-A00060664	NKI	ses-TRT	-83			1	1	1	1	Pass
sub-A00060773	NKI	ses-BAS1	-57			1	1	1	1	Pass
sub-A00060848	NKI	ses-BAS1	-69			0.5	1	0.5	0.666666667	Artifact
sub-A00060923	NKI	ses-BAS1	-75			1	1	1	1	Pass
sub-A00061415	NKI	ses-TRT	-324			1	0.25	0	0.416666667	Artifact
sub-A00061656	NKI	ses-FLU2	-97			1	1	1	1	Pass
sub-A00061727	NKI	ses-BAS1	-56			1	1	1	1	Pass
sub-A00061730	NKI	ses-BAS1	-62			1	1	1	1	Pass
sub-A00061749	NKI	ses-TRT	-76			1	1	1	1	Pass
sub-A00061923	NKI	ses-BAS1	-23			1	1	1	1	Pass
sub-A00062009	NKI	ses-TRT	-81			1	1	1	1	Pass
sub-A00062081	NKI	ses-FLU2	-68			1	1	1	1	Pass
sub-A00062085	NKI	ses-FLU1	-123			1	1	1	1	Pass
sub-A00062144	NKI	ses-TRT	-43			1	1	1	1	Pass
sub-A00062146	NKI	ses-TRT	-65			1	1	1	1	Pass
sub-A00062285	NKI	ses-BAS1	-53			1	1	1	1	Pass
sub-A00062285	NKI	ses-FLU1	-56			1	1	1	1	Pass
sub-A00062285	NKI	ses-FLU2	-89			1	0.75	1	0.916666667	Artifact
sub-A00062351	NKI	ses-BAS1	-57			1	1	1	1	Pass
sub-A00062361	NKI	ses-BAS1	-77			1	1	1	1	Pass
sub-A00062361	NKI	ses-TRT	-131			1	1	1	1	Pass
sub-A00062797	NKI	ses-BAS1	-235			0.75	0.5	0	0.416666667	Artifact
sub-A00062809	NKI	ses-FLU1	-27			1	1	1	1	Pass
sub-A00062923	NKI	ses-BAS1	-121			1	1	1	1	Pass
sub-A00062937	NKI	ses-BAS1	-90			1	1	1	1	Pass
sub-A00062937	NKI	ses-FLU2	-130			1	1	0.75	0.916666667	Artifact
sub-A00062942	NKI	ses-BAS1	-30			1	1	1	1	Pass
sub-A00062996	NKI	ses-TRT	-55			1	1	1	1	Pass
sub-A00063000	NKI	ses-BAS1	-122			0.75	0.75	0.25	0.583333333	Artifact
sub-A00063008	NKI	ses-BAS1	-75			1	1	0.75	0.916666667	Artifact
sub-A00063327	NKI	ses-TRT	-137			1	1	0.75	0.916666667	Artifact
sub-A00063329	NKI	ses-FLU1	-83			1	1	1	1	Pass
sub-A00063450	NKI	ses-BAS1	-43			1	1	1	1	Pass
sub-A00063455	NKI	ses-BAS1	-146			1	1	1	1	Pass
sub-A00063479	NKI	ses-BAS1	-50			1	1	0.75	0.916666667	Artifact
sub-A00064058	NKI	ses-BAS1	-80			1	1	1	1	Pass
sub-A00064061	NKI	ses-BAS1	-116			1	1	1	1	Pass
sub-A00064081	NKI	ses-BAS1	-50			1	1	1	1	Pass
sub-A00064507	NKI	ses-BAS1	-407			0.5	0.5	0.25	0.416666667	Artifact
sub-A00064507	NKI	ses-FLU1	-315			1	0.25	0	0.416666667	Artifact
sub-A00064507	NKI	ses-FLU2	-164			1	1	1	1	Pass
sub-A00064580	NKI	ses-BAS1	-125			1	1	0.5	0.833333333	Artifact
sub-A00064596	NKI	ses-FLU1	-53			1	1	1	1	Pass
sub-A00064596	NKI	ses-FLU2	-93			1	1	0.75	0.916666667	Artifact
sub-A00065197	NKI	ses-BAS1	-50			1	1	1	1	Pass
sub-A00065261	NKI	ses-BAS1	-118			1	1	1	1	Pass
sub-A00065263	NKI	ses-BAS1	-67			1	1	1	1	Pass
sub-A00065379	NKI	ses-BAS1	-110			1	1	1	1	Pass
sub-A00065478	NKI	ses-FLU1	-104			1	1	1	1	Pass
sub-A00065487	NKI	ses-FLU2	-45			1	1	1	1	Pass
sub-A00065722	NKI	ses-BAS1	-32			1	1	1	1	Pass
sub-A00065802	NKI	ses-FLU2	-89			1	1	1	1	Pass
sub-A00065820	NKI	ses-BAS1	-111			1	1	0.5	0.833333333	Artifact
sub-A00065865	NKI	ses-BAS1	-134			1	1	0.75	0.916666667	Artifact
